196001	1.2025426
196002	0.14184874
196003	0.97897024
196004	0.29746081
196005	0.81719756
196006	1.4402736
196007	1.410753
196008	0.90537662
196009	1.3692383
196010	0.49982006
196011	0.54728127
196012	0.75339108
196101	0.69555163
196102	0.32724191
196103	0.28362127
196104	0.72262094
196105	1.3633855
196106	0.19982332
196107	0.76606052
196108	1.0247963
196109	0.79056307
196110	1.4712908
196111	1.1971034
196112	1.3797938
196201	0.12095006
196202	0.79074762
196203	0.63693261
196204	1.2575688
196205	1.2639702
196206	0.45464865
196207	0.4209011
196208	0.04699804
196209	0.13112804
196210	0.83392752
196211	1.1539078
196212	0.00051942771
196301	0.84716792
196302	0.65438269
196303	0.97151497
196304	0.40762831
196305	0.42486582
196306	0.74581218
196307	0.89727781
196308	0.72030392
196309	1.1948134
196310	0.37470704
196311	1.196178
196312	0.47744322
196401	0.090017242
196402	1.49162
196403	1.1523101
196404	0.32293892
196405	1.3194992
196406	1.3555701
196407	0.30816226
196408	1.1589903
196409	0.57723917
196410	1.1597599
196411	1.3459343
196412	0.22768265
196501	0.5009062
196502	1.4080611
196503	1.1110534
196504	0.66043665
196505	0.72606829
196506	0.16648903
196507	1.391013
196508	0.91955417
196509	0.28095005
196510	0.9580183
196511	0.63189149
196512	0.40703641
196601	0.13924665
196602	0.44986528
196603	0.95478497
196604	0.40580462
196605	0.96992717
196606	0.54602216
196607	0.75628645
196608	1.3860531
196609	0.74175845
196610	1.4549731
196611	0.69584819
196612	1.0400132
196701	0.3535515
196702	1.438626
196703	0.57800009
196704	0.21236894
196705	1.1172085
196706	0.66524928
196707	0.41819362
196708	0.68407083
196709	0.37586785
196710	0.99842087
196711	0.89169305
196712	1.1790892
196801	0.42638624
196802	0.54243445
196803	0.094672816
196804	0.17812252
196805	0.44904311
196806	0.87596332
196807	1.0184928
196808	1.1780576
196809	0.018572112
196810	1.3462194
196811	0.039850336
196812	0.57466841
196901	0.90826481
196902	1.2853824
196903	0.21766528
196904	0.90104373
196905	1.3525043
196906	0.55487827
196907	1.1690951
196908	0.033799948
196909	1.4679651
196910	0.95424411
196911	1.1151741
196912	0.13700428
197001	0.8144175
197002	0.052496855
197003	0.42503537
197004	0.55504258
197005	1.3987214
197006	0.38758822
197007	1.2900435
197008	0.98101374
197009	0.97027688
197010	1.1641151
197011	0.94914168
197012	0.16220491
197101	0.13557871
197102	0.031869973
197103	0.079952537
197104	1.450461
197105	1.0739687
197106	0.33266743
197107	1.2780128
197108	1.4795471
197109	0.45084878
197110	0.12986944
197111	1.313906
197112	0.69606632
197201	0.64192469
197202	0.58735072
197203	1.1333183
197204	0.79169002
197205	0.8460152
197206	1.1667641
197207	0.67294787
197208	0.078384558
197209	0.3461644
197210	0.95259033
197211	0.35255934
197212	1.0098774
197301	1.1304058
197302	1.0618079
197303	1.1874964
197304	0.81298918
197305	1.1935466
197306	0.9274399
197307	0.42602351
197308	0.57922236
197309	1.4609716
197310	1.3375162
197311	1.1333503
197312	0.26751171
197401	1.2581025
197402	0.81105934
197403	0.74827491
197404	0.63105155
197405	0.15946586
197406	0.78668681
197407	1.1140216
197408	1.4863828
197409	0.47864247
197410	1.2045702
197411	1.0343909
197412	0.10151505
197501	0.028529802
197502	1.4776228
197503	1.1664971
197504	0.80836134
197505	0.43123782
197506	0.77551343
197507	0.97996423
197508	0.35011815
197509	0.85442884
197510	0.03622194
197511	0.29644972
197512	0.14394392
197601	0.56141624
197602	0.36917924
197603	1.001656
197604	0.10590876
197605	0.57991809
197606	0.40062841
197607	0.94638325
197608	0.19890683
197609	1.2166865
197610	0.69563834
197611	0.67805288
197612	0.93933267
197701	1.1498906
197702	1.1533618
197703	0.92501952
197704	0.16962763
197705	1.242979
197706	0.85070738
197707	1.3238356
197708	1.1731647
197709	0.16610246
197710	0.54600339
197711	0.21477025
197712	0.23911143
197801	1.0883929
197802	0.41390027
197803	0.41966957
197804	0.94170727
197805	1.0465334
197806	1.0741576
197807	1.0863217
197808	0.41779322
197809	1.3994769
197810	0.99574944
197811	0.003939495
197812	0.5617364
197901	0.42527865
197902	0.091555876
197903	1.130231
197904	0.10954815
197905	0.93272297
197906	0.55328326
197907	0.75677532
197908	0.80850791
197909	0.5139429
197910	0.94813891
197911	0.23873571
197912	0.2334361
198001	0.88312137
198002	0.86633698
198003	0.4673148
198004	0.56239399
198005	1.0798702
198006	1.06525
198007	1.3180296
198008	0.26098869
198009	0.57628945
198010	1.000191
198011	1.0570685
198012	0.38919371
198101	0.5216033
198102	1.3432314
198103	0.34100719
198104	1.2528829
198105	0.42578887
198106	0.28602333
198107	0.81557235
198108	0.66664631
198109	0.037756704
198110	0.10481569
198111	0.12724681
198112	0.22798299
198201	1.1424713
198202	1.0051827
198203	1.2676287
198204	0.95090829
198205	1.0912964
198206	1.2334602
198207	0.42034428
198208	0.97722734
198209	0.33295758
198210	0.29217313
198211	1.4644729
198212	1.4094272
198301	1.0209254
198302	0.86406687
198303	0.91875387
198304	1.0908626
198305	1.01882
198306	1.3203025
198307	1.1265181
198308	0.70777857
198309	1.0771596
198310	0.64334558
198311	1.3705753
198312	1.2407495
198401	0.9077309
198402	1.4692685
198403	0.67294656
198404	0.27458357
198405	0.98233747
198406	1.2404012
198407	0.91492009
